id,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,data_time,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,description_tokens, ,',+,",",-,.,/,2,[,],_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
74,"Data Analyst, I II or III - Now Hiring",Jobot,"Stillwater, OK",via Snagajob,"['20 hours ago', 'Full-time', 'No degree mentioned']",20 hours ago,Full-time,,00:26.5,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Undergraduate Data Analyst Intern,Ecolab,United States,via LinkedIn,"['5 hours ago', 'Full-time']",5 hours ago,Full-time,,00:26.5,,,,,,,,,"['tableau', 'ssrs', 'power_bi', 'sql', 'power_bi', 'c', 'r', 'ssis']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0
76,Undergraduate Data Analyst Intern,Ecolab,United States,via LinkedIn,"['46 minutes ago', 'Full-time']",46 minutes ago,Full-time,,00:26.5,,,,,,,,,"['tableau', 'ssrs', 'power_bi', 'sql', 'power_bi', 'c', 'r', 'ssis']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0
77,Senior Data Center Operations Analyst - Unisys,Ensono,"Jefferson City, MO",via Adzuna,"['22 hours ago', 'Full-time', 'No degree mentioned']",22 hours ago,Full-time,,00:26.5,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Senior Data Center Operations Analyst - Unisys,Ensono,"Oklahoma City, OK",via Adzuna,"['22 hours ago', 'Full-time', 'No degree mentioned']",22 hours ago,Full-time,,00:26.5,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Transportation Data Analyst,Cargill,"Wichita, KS",via Jora,"['5 hours ago', 'Full-time', 'No degree mentioned']",5 hours ago,Full-time,,00:26.5,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Transportation Accountant Data Analyst,Cargill,"Wichita, KS",via LinkedIn,"['17 hours ago', 'Full-time']",17 hours ago,Full-time,,00:29.9,,,,,,,,,"['spreadsheet', 'excel', 'word', 'sap']",1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0
81,"Data Analyst, Specialist - I",Infosys,United States,via WJHL Jobs,"['13 hours ago', 'Full-time']",13 hours ago,Full-time,,00:29.9,,,,,,,,,"['power_bi', 'cognos', 'r', 'tableau', 'python']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0
82,"Data Analyst, Specialist - I",Infosys,United States,via WJHL Jobs,"['9 hours ago', 'Full-time']",9 hours ago,Full-time,,00:29.9,,,,,,,,,"['power_bi', 'cognos', 'r', 'tableau', 'python']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0
83,Senior Data Analyst,Walmart,"Elkins, AR",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:29.9,,,,,,,,,"['tableau', 'spark', 'sql', 'power_bi', 'r', 'python', 'scala']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
84,"Manager II, Business Intelligence and Reporting - Pricing",Walmart,"Gravette, AR",via ZipRecruiter,"['18 hours ago', 'Full-time']",18 hours ago,Full-time,,00:29.9,,,,,,,,,"['tableau', 'powerpoint', 'word', 'sql', 'alteryx', 'excel', 'r', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
85,Senior Data Analyst,Walmart,"Bentonville, AR",via LinkedIn,"['14 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",14 hours ago,Full-time,,00:29.9,,,,,,,,,"['tableau', 'spark', 'sql', 'power_bi', 'r', 'python', 'scala']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
86,Senior Data Analyst,Walmart,"Elkins, AR",via ZipRecruiter,"['14 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",14 hours ago,Full-time,,00:29.9,,,,,,,,,"['tableau', 'spark', 'sql', 'power_bi', 'r', 'python', 'scala']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
87,Senior Data Analyst,Walmart,"Bentonville, AR",via LinkedIn,"['11 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",11 hours ago,Full-time,,00:29.9,,,,,,,,,"['tableau', 'spark', 'sql', 'power_bi', 'r', 'python', 'scala']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
88,Senior Data Analyst (Transportation Optimization) -3,Walmart,"Springdale, AR",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:29.9,,,,,,,,,"['tableau', 'spark', 'power_bi', 'sql', 'power_bi', 'r', 'python', 'scala']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
89,Senior Data Analyst (Transportation Optimization) -3,Walmart,"Noel, MO",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:29.9,,,,,,,,,"['tableau', 'spark', 'power_bi', 'sql', 'power_bi', 'r', 'python', 'scala']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
90,Senior Data Analyst (Transportation Optimization) -3,Walmart,"Cassville, MO",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:31.2,,,,,,,,,"['tableau', 'spark', 'power_bi', 'sql', 'power_bi', 'r', 'python', 'scala']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
91,"(USA) Analyst II, Business Analysis And Insights",Walmart,"Cassville, MO",via ZipRecruiter,"['18 hours ago', 'Full-time']",18 hours ago,Full-time,,00:31.2,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"(USA) Analyst II, Business Analysis And Insights",Walmart,"Anderson, MO",via ZipRecruiter,"['18 hours ago', 'Full-time']",18 hours ago,Full-time,,00:31.2,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,"(USA) Analyst II, Business Analysis And Insights",Walmart,"Rogers, AR",via ZipRecruiter,"['18 hours ago', 'Full-time']",18 hours ago,Full-time,,00:31.2,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,"(USA) Analyst II, Business Analysis And Insights",Walmart,"Elkins, AR",via ZipRecruiter,"['18 hours ago', 'Full-time']",18 hours ago,Full-time,,00:31.2,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,(USA) Senior Data Engineer,Walmart,"Greenland, AR",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:31.2,,,,,,,,,"['c++', 'spark', 'bigquery', 'nosql', 'sql', 'java', 'python', 'scala']",1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
96,"(USA) Analyst II, Business Analysis And Insights",Walmart,"Goshen, AR",via ZipRecruiter,"['18 hours ago', 'Full-time']",18 hours ago,Full-time,,00:31.2,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Flow Cytometry Data Analyst,Actalent,United States,via Indeed,"['6 hours ago', '40 to 52 an hour', 'Full-time']",6 hours ago,Full-time,,00:31.2,40 to 52,an hour,46,40,52,46,,95680,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Flow Cytometry Data Analyst,Actalent,United States,via Indeed,"['2 hours ago', '40 to 52 an hour', 'Full-time']",2 hours ago,Full-time,,00:31.2,40 to 52,an hour,46,40,52,46,,95680,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Sr Quantitative Analyst - Rec & Analytics,BGE OPCO,United States,via BGE - Careers,"['10 hours ago', 'Full-time', 'Health insurance']",10 hours ago,Full-time,,00:31.2,,,,,,,,,"['sas', 'sql', 'excel', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0
100,Sr Quantitative Analyst - Rec & Analytics,BGE OPCO,United States,via BGE - Careers,"['6 hours ago', 'Full-time', 'Health insurance']",6 hours ago,Full-time,,00:32.3,,,,,,,,,"['sas', 'sql', 'excel', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0
101,"Scientist I (San Diego, CA)",Eurofins,United States,via Built In,"['20 hours ago', '94K to 145K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",20 hours ago,Full-time,,00:32.3,94K to 145K,a year,119500,94000,145000,,119500,119500,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"ELISA Scientist (St. Louis, MO)",Eurofins,United States,via Built In,"['20 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",20 hours ago,Full-time,,00:32.3,,,,,,,,,"['powerpoint', 'word', 'excel']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0
103,"Environmental Monitoring Scientist (San Diego, CA)",Eurofins,United States,via Built In,"['20 hours ago', '52K to 57K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",20 hours ago,Full-time,,00:32.3,52K to 57K,a year,54500,52000,57000,,54500,54500,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,"Characterization Scientist (Philadelphia, PA)",Eurofins,United States,via Built In,"['20 hours ago', 'Full-time', 'Health insurance', 'Dental insurance']",20 hours ago,Full-time,,00:32.3,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"Research Associate I (San Diego, CA)",Eurofins,United States,via Built In,"['20 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",20 hours ago,Full-time,,00:32.3,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"Research Associate: Sample Handling (St. Louis, MO)",Eurofins,United States,via Built In,"['20 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",20 hours ago,Full-time,,00:32.3,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"Characterization Scientist/Group Leader (Philadelphia, PA)",Eurofins,United States,via Built In,"['20 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",20 hours ago,Full-time,,00:32.3,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,"LC/MS Protein Characterization Scientist (San Diego, CA)",Eurofins,United States,via Built In,"['20 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",20 hours ago,Full-time,,00:32.3,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"GMP Analyst (Indianapolis, IN)",Eurofins,United States,via Built In,"['20 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",20 hours ago,Full-time,,00:32.3,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"Analyst I - GCMS Volatiles (Pensacola, FL)",Eurofins,United States,via Built In,"['20 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",20 hours ago,Full-time,,00:34.7,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"Analyst- Eurofins Environment Testing Phoenix (Phoenix, AZ)",Eurofins,United States,via Built In,"['20 hours ago', 'Full-time']",20 hours ago,Full-time,,00:34.7,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Fraud Analyst,SPECTRUM,"Kansas City, MO",via Nexxt,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,00:34.7,,,,,,,,,"['t-sql', 'tableau', 'ssrs', 'microstrategy', 'powerpoint', 'word', 'sql', 'excel', 'hadoop']",1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
113,Fraud Analyst,SPECTRUM,"Kansas City, MO",via SonicJobs,"['3 hours ago', 'Full-time']",3 hours ago,Full-time,,00:34.7,,,,,,,,,"['t-sql', 'tableau', 'ssrs', 'microstrategy', 'powerpoint', 'word', 'sql', 'excel', 'hadoop']",1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
114,Sr Data Analyst (Smartsheet) -  - w2 role,Superbeo,"Missouri City, MO",via Recruit.net,"['4 hours ago', 'Full-time', 'No degree mentioned']",4 hours ago,Full-time,,00:34.7,,,,,,,,,"['powerpoint', 'excel']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0
115,Sr Data Analyst (Smartsheet) -  - w2 role,Superbeo,"Missouri City, MO",via Recruit.net,"['13 minutes ago', 'Full-time', 'No degree mentioned']",13 minutes ago,Full-time,,00:34.7,,,,,,,,,"['powerpoint', 'excel']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0
116,Data Analyst - Swisslog,Swisslog,United States,via Swisslog,"['9 hours ago', 'Full-time', 'Health insurance', 'Dental insurance']",9 hours ago,Full-time,,00:34.7,,,,,,,,,"['power_bi', 'excel', 'word', 'sql', 'r', 'tableau', 'python', 'powerpoint']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
117,Data Analyst - Swisslog,Swisslog,United States,via Swisslog,"['23 hours ago', 'Full-time', 'Health insurance', 'Dental insurance']",23 hours ago,Full-time,,00:34.7,,,,,,,,,"['power_bi', 'excel', 'word', 'sql', 'r', 'tableau', 'python', 'powerpoint']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
118,Workday Reporting Data Analyst,Corporate,Missouri,via Big Country Jobs,"['21 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",21 hours ago,Full-time,,00:10.4,,,,,,,,,['excel'],0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
119,Data Analyst III (Healthcare Analytics),Corporate,Missouri,via Big Country Jobs,"['21 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",21 hours ago,Full-time,,00:10.4,,,,,,,,,['python'],0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0
120,Data Analyst I - Intern,Corporate,Missouri,via Big Country Jobs,"['21 hours ago', 'Full-time']",21 hours ago,Full-time,,00:10.4,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Problem Management Business Data Analyst Intern,Corporate,Missouri,via Big Country Jobs,"['21 hours ago', 'Full-time']",21 hours ago,Full-time,,00:10.4,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Data Analyst I - Intern,Corporate,"Kansas City, MO",via Careerboard - IT Jobs,"['23 hours ago', 'Full-time']",23 hours ago,Full-time,,00:10.4,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Workday Reporting Data Analyst,Corporate,Missouri,via Big Country Jobs,"['17 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",17 hours ago,Full-time,,00:10.4,,,,,,,,,['excel'],0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
124,Data Analyst III (Healthcare Analytics),Corporate,Missouri,via Big Country Jobs,"['17 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",17 hours ago,Full-time,,00:10.4,,,,,,,,,['python'],0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0
125,Problem Management Business Data Analyst Intern,Corporate,Missouri,via Big Country Jobs,"['17 hours ago', 'Full-time']",17 hours ago,Full-time,,00:10.4,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Data Analyst I - Intern,Corporate,Missouri,via Big Country Jobs,"['17 hours ago', 'Full-time']",17 hours ago,Full-time,,00:10.4,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Data Analyst I - Intern,Corporate,"Jefferson City, MO",via WJHL Jobs,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:10.4,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Data Analyst III-Remote,Corporate,Missouri,via WGNO Jobs,"['22 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",22 hours ago,Full-time,,00:16.0,,,,,,,,,"['excel', 'sql', 'sap']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Data Analyst I - Intern,Corporate,"Kansas City, MO",via CW39 Jobs,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:16.0,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
130,Problem Management Business Data Analyst Intern,Corporate,"Columbia, MO",via CW39 Jobs,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:16.0,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Workday Reporting Data Analyst,Corporate,"Jefferson City, MO",via WGN-TV Jobs,"['23 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",23 hours ago,Full-time,,00:16.0,,,,,,,,,['excel'],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Problem Management Business Data Analyst Intern,Corporate,"Columbia, MO",via KHON2 Jobs,"['23 hours ago', 'Full-time']",23 hours ago,Full-time,,00:16.0,,,,,,,,,[],0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133,Problem Management Business Data Analyst Intern,Corporate,"Jefferson City, MO",via BeBee,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,00:16.0,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Data Analyst - Full-time / Part-time,Jiffy Trip,"Enid, OK",via Snagajob,"['20 hours ago', 'Full-time']",20 hours ago,Full-time,,00:16.0,,,,,,,,,"['mysql', 'nosql', 'azure', 'aws', 'power_bi']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Data Analyst - Full-time / Part-time,Jiffy Trip,"Enid, OK",via Snagajob,"['16 hours ago', 'Full-time']",16 hours ago,Full-time,,00:16.0,,,,,,,,,"['mysql', 'nosql', 'azure', 'aws', 'power_bi']",1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
136,Data Analyst - Full-time / Part-time,Jiffy Trip,"Enid, OK",via Snagajob,"['20 hours ago', 'Full-time']",20 hours ago,Full-time,,00:16.0,,,,,,,,,"['mysql', 'nosql', 'azure', 'aws', 'power_bi']",1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
137,Senior Data Scientist - Supply Chain (Sam's Club),Sam's Club,"Lowell, AR",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:16.0,,,,,,,,,"['c++', 'tableau', 'spark', 'tensorflow', 'power_bi', 'nosql', 'sql', 'matplotlib', 'java', 'r', 'python', 'scala']",1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
138,Senior Data Scientist - Supply Chain (Sam's Club),Sam's Club,"Anderson, MO",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:26.6,,,,,,,,,"['c++', 'tableau', 'spark', 'tensorflow', 'power_bi', 'nosql', 'sql', 'matplotlib', 'java', 'r', 'python', 'scala']",1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
139,Senior Data Scientist - Supply Chain (Sam's Club),Sam's Club,"Cassville, MO",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:26.6,,,,,,,,,"['c++', 'tableau', 'spark', 'tensorflow', 'power_bi', 'nosql', 'sql', 'matplotlib', 'java', 'r', 'python', 'scala']",1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
140,Senior Data Scientist - Supply Chain (Sam's Club),Sam's Club,"Centerton, AR",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:26.6,,,,,,,,,"['c++', 'tableau', 'spark', 'tensorflow', 'power_bi', 'nosql', 'sql', 'matplotlib', 'java', 'r', 'python', 'scala']",1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
141,Senior Data Scientist - Supply Chain (Sam's Club),Sam's Club,"Gravette, AR",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:26.6,,,,,,,,,"['c++', 'tableau', 'spark', 'tensorflow', 'power_bi', 'nosql', 'sql', 'matplotlib', 'java', 'r', 'python', 'scala']",1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
142,Data Analyst - Surface Equipment,Halliburton,"Duncan, OK",via ZipRecruiter,"['21 hours ago', 'Full-time']",21 hours ago,Full-time,,00:26.6,,,,,,,,,"['spark', 'scikit-learn', 'tensorflow', 'keras', 'r', 'python', 'scala', 'azure']",1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
143,Data Analyst - Surface Equipment,Halliburton,"Duncan, OK",via My ArkLaMiss Jobs,"['2 hours ago', 'Full-time']",2 hours ago,Full-time,,00:26.6,,,,,,,,,"['spark', 'scikit-learn', 'tensorflow', 'keras', 'r', 'python', 'scala', 'azure']",1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1
144,Senior Data Analyst Manager,Tyson Foods,"Springdale, AR",via Monster,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:26.6,,,,,,,,,[],1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1
145,Senior Data Analyst Manager,Tyson Foods,"Springdale, AR",via Monster,"['19 hours ago', 'Full-time']",19 hours ago,Full-time,,00:26.6,,,,,,,,,[],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
