id,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,data_time,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,description_tokens
528,Data Analyst,Insight Global,Oklahoma,via LinkedIn,"['13 hours ago', '39K to 47K a year', 'Contractor']",13 hours ago,Contractor,False,00:45.4,39K to 47K,a year,43000,39000,47000,,43000,43000,"['excel', 'sql']"
529,Data Analyst,Apex Systems,Anywhere,via LinkedIn,"['10 hours ago', '70 to 85 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:45.4,70 to 85,an hour,77.5,70,85,77.5,,161200,"['power_bi', 'sql', 'azure', 'power_bi']"
532,Data Analyst,Applicantz,Anywhere,via LinkedIn,"['23 hours ago', '50 to 60 an hour', 'Work from home', 'Contractor']",23 hours ago,Contractor,True,00:45.4,50 to 60,an hour,55,50,60,55,,114400,"['power_bi', 'qlik', 'power_bi']"
546,Data Analyst,Apex Systems,United States,via LinkedIn,"['8 hours ago', '31 to 34 an hour', 'Contractor']",8 hours ago,Contractor,False,00:49.3,31 to 34,an hour,32.5,31,34,32.5,,67600,[]
554,Data Analyst - Talend / Teradata/ SQL - 100% REMOTE,Zeektek,Anywhere,via LinkedIn,"['4 hours ago', '36 to 45 an hour', 'Work from home', 'Contractor', 'Health insurance', 'Dental insurance']",4 hours ago,Contractor,True,00:09.3,36 to 45,an hour,40.5,36,45,40.5,,84240,"['sql', 'ssis']"
561,Business Data Analyst,counseling & recovery services of oklahoma,"Tulsa, OK",via Indeed,"['8 hours ago', '24 an hour', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",8 hours ago,Full-time,False,00:10.8,24,an hour,24,,,24,,49920,['excel']
566,Senior Data Analyst - Cox Communities,Cox Communications,"Haysville, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:10.8,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'sql', 'alteryx']"
580,Senior Data Analyst,Harnham,Anywhere,via Indeed,"['4 hours ago', '120K to 140K a year', 'Work from home', 'Full-time']",4 hours ago,Full-time,True,00:26.1,120K to 140K,a year,130000,120000,140000,,130000,130000,"['looker', 'sql', 'r', 'tableau', 'python', 'power_bi']"
581,"Lead, Demand Data Analyst",Estí©e Lauder Companies,United States,via Indeed,"['4 hours ago', '96.5K to 162K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",4 hours ago,Full-time,False,00:26.1,96.5K to 162K,a year,129250,96500,162000,,129250,129250,"['sap', 'power_bi', 'excel', 'r', 'python']"
584,Senior Data Analyst Business Optimization Intelligence,Cox Communications,"Goddard, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:26.1,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'microstrategy', 'snowflake', 'sql', 'excel', 'aws']"
586,Data Analyst III ( Remote ),Staples,Anywhere,via Indeed,"['5 hours ago', '100K a year', 'Work from home', 'Full-time', 'Health insurance', 'Paid time off']",5 hours ago,Full-time,True,00:26.1,100K,a year,100000,,,,100000,100000,"['tableau', 'powerpoint', 'sql', 'excel']"
589,Business/Data Analyst with Insurance Experience - HYBRID Role...,Icomply Consulting Inc,United States,via Indeed,"['12 hours ago', '40 an hour', 'Contractor', 'No degree mentioned']",12 hours ago,Contractor,False,00:28.3,40,an hour,40,,,40,,83200,['excel']
596,Senior Clinical Data Analyst,iTrending Solutions,Anywhere,via Indeed,"['6 hours ago', '45 to 50 an hour', 'Work from home', 'Full-time', 'No degree mentioned']",6 hours ago,Full-time,True,00:28.3,45 to 50,an hour,47.5,45,50,47.5,,98800,"['power_bi', 'excel', 'sas', 'sql']"
598,Sr. Business Data Analyst - Actimize Experience - KYC/AML/Banking,Icomply Consulting Inc,United States,via Indeed,"['12 hours ago', '50 to 65 an hour', 'Contractor', 'No degree mentioned']",12 hours ago,Contractor,False,00:28.3,50 to 65,an hour,57.5,50,65,57.5,,119600,"['jira', 'sql']"
601,Data Analyst with Strong Python Experience,AmmaluIT,Anywhere,via Indeed,"['7 hours ago', '70 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",7 hours ago,Contractor,True,00:31.4,70 to 75,an hour,72.5,70,75,72.5,,150800,"['docker', 'python', 'aws']"
602,Senior Data Analyst Business Optimization Intelligence,Cox Communications,"Kechi, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:31.4,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'microstrategy', 'snowflake', 'sql', 'excel', 'aws']"
603,Data SME,LPX Group,United States,via LinkedIn,"['6 hours ago', '75 to 95 an hour', 'Contractor', 'No degree mentioned']",6 hours ago,Contractor,False,00:31.4,75 to 95,an hour,85,75,95,85,,176800,['jira']
606,Senior Data Analyst,Harnham,United States,via Central Illinois Proud Jobs,"['15 hours ago', '120K to 140K a year', 'Full-time']",15 hours ago,Full-time,False,00:31.4,120K to 140K,a year,130000,120000,140000,,130000,130000,"['looker', 'power_bi', 'sql', 'tableau']"
613,Senior Data Analyst - Cox Communities,Cox Communications,"Goddard, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:33.9,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'sql', 'alteryx']"
617,Senior Data Analyst - Cox Communities,Cox Communications,"Midwest City, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:33.9,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'sql', 'alteryx']"
621,Supply Chain Data Scientist,Insight Global,Anywhere,via LinkedIn,"['15 hours ago', '140K to 170K a year', 'Work from home', 'Full-time']",15 hours ago,Full-time,True,00:38.4,140K to 170K,a year,155000,140000,170000,,155000,155000,"['tableau', 'python']"
625,Senior Data Analyst - Cox Communities,Cox Communications,"Goddard, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:38.4,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'sql', 'alteryx']"
632,GIS Data Analytics,Upwork,Anywhere,via Upwork,"['8 hours ago', '10 to 20 an hour', 'Work from home', 'Contractor']",8 hours ago,Contractor,True,00:40.6,10 to 20,an hour,15,10,20,15,,31200,[]
633,Senior Data Analyst - Cox Communities,Cox Communications,"Colwich, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:08.9,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'sql', 'alteryx']"
639,Senior Data Analyst Business Optimization Intelligence,Cox Communications,"Arcadia, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:08.9,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'microstrategy', 'snowflake', 'sql', 'excel', 'aws']"
644,Senior Data Analyst - Cox Communities,Cox Communications,"Edmond, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:15.1,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'sql', 'alteryx']"
646,Senior Data Analyst - Cox Communities,Cox Communications,"McConnell AFB, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:15.1,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'sql', 'alteryx']"
653,Senior Data Analyst Business Optimization Intelligence,Cox Communications,"Andover, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:18.3,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'microstrategy', 'snowflake', 'sql', 'excel', 'aws']"
660,Senior Data Analyst - Cox Communities,Cox Communications,"Rose Hill, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:18.3,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'sql', 'alteryx']"
661,Senior Data Analyst - Cox Communities,Cox Communications,"Andover, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:18.3,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'sql', 'alteryx']"
663,Senior Data Analyst - Cox Communities,Cox Communications,"Benton, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:20.5,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'sql', 'alteryx']"
664,Senior Data Analyst - Cox Communities,Cox Communications,"Wichita, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:20.5,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'sql', 'alteryx']"
665,Senior Data Analyst Business Optimization Intelligence,Cox Communications,"Maize, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:20.5,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'microstrategy', 'snowflake', 'sql', 'excel', 'aws']"
666,Senior Data Analyst - Cox Communities,Cox Communications,"Choctaw, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:20.5,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'sql', 'alteryx']"
667,Senior Data Analyst - Cox Communities,Cox Communications,"The Village, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:20.5,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'sql', 'alteryx']"
668,Senior Data Analyst - Cox Communities,Cox Communications,"Mustang, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:20.5,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'sql', 'alteryx']"
669,Senior Data Analyst Business Optimization Intelligence,Cox Communications,"Warr Acres, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:20.5,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'microstrategy', 'snowflake', 'sql', 'excel', 'aws']"
670,Senior Data Analyst - Cox Communities,Cox Communications,United States,via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:20.5,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'sql', 'alteryx']"
671,Senior Data Analyst Business Optimization Intelligence,Cox Communications,United States,via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:20.5,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'microstrategy', 'snowflake', 'sql', 'excel', 'aws']"
678,Lead-Data Analyst,EDWARD JONES,"Rolla, MO",via My ArkLaMiss Jobs,"['6 hours ago', '109,696 to 186,781 a year', 'Full-time', 'Health insurance']",6 hours ago,Full-time,False,00:21.9,109696 to 186781,a year,148238.5,109696,186781,,148238.5,148238.5,[]
687,Lead-Data Analyst,EDWARD JONES,"Rolla, MO",via Central Illinois Proud Jobs,"['6 hours ago', '109,696 to 186,781 a year', 'Full-time', 'Health insurance']",6 hours ago,Full-time,False,00:24.1,109696 to 186781,a year,148238.5,109696,186781,,148238.5,148238.5,[]
701,Data Analyst II,Commonwealth Corporation,United States,via Indeed,"['23 hours ago', '62.5K a year', 'Full-time', 'Health insurance', 'Paid time off']",23 hours ago,Full-time,False,00:26.5,62.5K,a year,62500,,,,62500,62500,"['tableau', 'power_bi']"
711,Identity Access Management Data Analyst,U.S. Bank National Association,Anywhere,via Indeed,"['23 hours ago', '99,365 to 128,590 a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",23 hours ago,Full-time,True,00:27.9,99365 to 128590,a year,113977.5,99365,128590,,113977.5,113977.5,"['sql', 'excel']"
737,Analyze census data,Upwork,Anywhere,via Upwork,"['4 hours ago', '100 to 200 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",4 hours ago,Contractor,True,00:39.0,100 to 200,an hour,150,100,200,150,,312000,[]
740,Manager Data Analysis Business Optimization,Cox Communications,"Valley Center, KS",via ZipRecruiter,"['18 hours ago', '87.4K to 146K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:39.0,87.4K to 146K,a year,116700,87400,146000,,116700,116700,"['tableau', 'microstrategy', 'snowflake', 'sql', 'r', 'swift', 'aws']"
744,Data Analyst,CHEVRON CORP.,Anywhere,via Indeed,"['15 hours ago', '25 to 30 an hour', 'Work from home', 'Full-time', 'No degree mentioned']",15 hours ago,Full-time,True,00:41.4,25 to 30,an hour,27.5,25,30,27.5,,57200,[]
749,Senior Data Analyst needed for an IoT product team,Upwork,Anywhere,via Upwork,"['12 hours ago', '55 to 65 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",12 hours ago,Contractor,True,00:41.4,55 to 65,an hour,60,55,65,60,,124800,"['power_bi', 'sql', 'tableau']"
753,Data Analyst II,EDWARD JONES,"St James, MO",via My ArkLaMiss Jobs,"['21 hours ago', '76,798 to 130,764 a year', 'Full-time', 'Health insurance']",21 hours ago,Full-time,False,00:47.7,76798 to 130764,a year,103781,76798,130764,,103781,103781,"['sas', 'snowflake', 'sql', 'spss', 'power_bi', 'excel', 'r', 'python']"
754,Data Analyst,Applicantz,Anywhere,via LinkedIn,"['11 hours ago', '50 to 60 an hour', 'Work from home', 'Contractor']",11 hours ago,Contractor,True,00:47.7,50 to 60,an hour,55,50,60,55,,114400,"['power_bi', 'qlik', 'power_bi']"
757,Data Analyst,"SnapDragon Associates, LLC",United States,via Indeed,"['15 hours ago', '90K to 130K a year', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",15 hours ago,Full-time,False,00:47.7,90K to 130K,a year,110000,90000,130000,,110000,110000,"['excel', 'sql']"
760,Research Data Analyst (Marketing),Harnham,United States,via WJHL Jobs,"['12 hours ago', '60 to 80 an hour', 'Full-time']",12 hours ago,Full-time,False,00:47.7,60 to 80,an hour,70,60,80,70,,145600,"['spreadsheet', 'power_bi', 'excel', 'sas', 'sql', 'r', 'snowflake', 'tableau']"
761,Data Analyst,Parabolic Career,Anywhere,via LinkedIn,"['4 hours ago', '120K to 130K a year', 'Work from home', 'Full-time']",4 hours ago,Full-time,True,00:47.7,120K to 130K,a year,125000,120000,130000,,125000,125000,[]
764,Data Analyst - Part Time Contract,Upwork,Anywhere,via Upwork,"['6 hours ago', '40 to 60 an hour', 'Work from home', 'Part-time', 'No degree mentioned']",6 hours ago,Part-time,True,00:48.5,40 to 60,an hour,50,40,60,50,,104000,[]
767,Lead-Data Analyst,EDWARD JONES,"Hurley, MO",via My ArkLaMiss Jobs,"['22 hours ago', '106,916 to 182,047 a year', 'Full-time', 'Health insurance']",22 hours ago,Full-time,False,00:08.2,106916 to 182047,a year,144481.5,106916,182047,,144481.5,144481.5,[]
776,Program Management Data Analyst,Citi,United States,via Central Illinois Proud Jobs,"['10 hours ago', '73,570 to 110,350 a year', 'Full-time']",10 hours ago,Full-time,False,00:09.4,73570 to 110350,a year,91960,73570,110350,,91960,91960,"['sharepoint', 'sas', 'excel']"
777,GIS Professional and Data Analyst needed for various projects,Upwork,Anywhere,via Upwork,"['7 hours ago', '25 to 80 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",7 hours ago,Contractor,True,00:09.4,25 to 80,an hour,52.5,25,80,52.5,,109200,"['spreadsheet', 'power_bi', 'excel', 'tableau']"
778,Data Analyst,"Insight Global, Inc.","Oklahoma City, OK",via Indeed,"['8 hours ago', '18 to 22 an hour', 'Full-time', 'Health insurance', 'Dental insurance']",8 hours ago,Full-time,False,00:09.4,18 to 22,an hour,20,18,22,20,,41600,"['excel', 'sql']"
780,Lead-Data Analyst,EDWARD JONES,"Turners, MO",via My ArkLaMiss Jobs,"['10 hours ago', '106,916 to 182,047 a year', 'Full-time', 'Health insurance']",10 hours ago,Full-time,False,00:09.4,106916 to 182047,a year,144481.5,106916,182047,,144481.5,144481.5,[]
781,Data Analyst,Glocomms,Anywhere,via LinkedIn,"['7 hours ago', '75K to 150K a year', 'Work from home', 'Full-time']",7 hours ago,Full-time,True,00:09.4,75K to 150K,a year,112500,75000,150000,,112500,112500,"['linux', 'sql', 'python']"
782,Data Analyst,Harnham,Anywhere,via Indeed,"['7 hours ago', '90K to 110K a year', 'Work from home', 'Full-time']",7 hours ago,Full-time,True,00:09.4,90K to 110K,a year,100000,90000,110000,,100000,100000,"['excel', 'tableau']"
785,Lead-Data Analyst,EDWARD JONES,Missouri,via Big Country Jobs,"['10 hours ago', '106,916 to 182,047 a year', 'Full-time', 'Health insurance']",10 hours ago,Full-time,False,00:14.5,106916 to 182047,a year,144481.5,106916,182047,,144481.5,144481.5,[]
788,"Research Data Analyst, Senior",Diaconia LLC,United States,via Indeed,"['11 hours ago', '65K to 80K a year', 'Full-time']",11 hours ago,Full-time,False,00:14.5,65K to 80K,a year,72500,65000,80000,,72500,72500,"['matlab', 'spreadsheet', 'tableau', 'python', 'vba']"
794,Healthcare RCM data analyst,Upwork,Anywhere,via Upwork,"['4 hours ago', '10 to 50 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",4 hours ago,Contractor,True,00:14.5,10 to 50,an hour,30,10,50,30,,62400,[]
800,Looking for Tableau Data Analyst for Home Cleaning Company,Upwork,Anywhere,via Upwork,"['16 hours ago', '38 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",16 hours ago,Contractor,True,00:16.3,38 to 75,an hour,56.5,38,75,56.5,,117520,['tableau']
